Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"KIAAINA, ESTHER PUAKELA",H,HI,2,DEM,OPEN,2012,female,1,27.45098039,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83.65,"KIAAINA, ESTHER PUAKELA"
"MARX, ROBERT (BOB)",H,HI,2,DEM,OPEN,2012,male,0,27.45098039,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83.65,"MARX, ROBERT (BOB)"
"SHIRATORI, MILES",H,HI,2,DEM,OPEN,2012,male,0,27.45098039,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83.65,"SHIRATORI, MILES"
"CROWLEY, KAWIKA",H,HI,2,REP,OPEN,2012,female,1,7.843137255,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83.65,"CROWLEY, KAWIKA"
"DIGERONIMO, MATTHEW",H,HI,2,REP,OPEN,2012,male,0,7.843137255,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83.65,"DIGERONIMO, MATTHEW"
"GUERRA, JUAN ANGEL",H,TX,34,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83.96,"GUERRA, JUAN ANGEL"
"TROIANI, ANTHONY P",H,TX,34,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83.96,"TROIANI, ANTHONY P"
"GARZA, ADELA",H,TX,34,REP,OPEN,2012,female,1,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83.96,"GARZA, ADELA"
"HARING, PAUL B.",H,TX,34,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83.96,"HARING, PAUL B."
"ROBERTS, MARVIN KIRBY",H,TX,34,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,83.96,"ROBERTS, MARVIN KIRBY"
"ROBERTS, JENNIFER",H,NC,9,DEM,OPEN,2012,female,1,19.16666667,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"ROBERTS, JENNIFER"
"BARRY, DANIEL B",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"BARRY, DANIEL B"
"DULIN, ANDY T",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"DULIN, ANDY T"
"GAUTHIER, JON EDWARD",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"GAUTHIER, JON EDWARD"
"KILLIAN, RICHARD DANIEL",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"KILLIAN, RICHARD DANIEL"
"LEONCZYK, KENNETH GEORGE JR",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"LEONCZYK, KENNETH GEORGE JR"
"LYNCH, RICHARD",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"LYNCH, RICHARD"
"PEACOCK, EDWIN B III",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"PEACOCK, EDWIN B III"
"PENDERGRAPH, JIM",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"PENDERGRAPH, JIM"
"PITTENGER, ROBERT M THE HONORABLE",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"PITTENGER, ROBERT M THE HONORABLE"
"SHAFFER, MICHAEL ALAN",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"SHAFFER, MICHAEL ALAN"
"STEINBERG, MICHAEL DAVID",H,NC,9,REP,OPEN,2012,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.18,"STEINBERG, MICHAEL DAVID"
"EDWARDS, LORI",H,FL,12,DEM,OPEN,2010,female,1,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"EDWARDS, LORI"
"EDWARDS, RANDOLPH",H,FL,12,DEM,OPEN,2010,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"EDWARDS, RANDOLPH"
"TUDOR, DOUGLAS DAVID",H,FL,12,DEM,OPEN,2010,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"TUDOR, DOUGLAS DAVID"
"LINDSEY, JOHN W JR",H,FL,12,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"LINDSEY, JOHN W JR"
"ROSS, DENNIS ALAN",H,FL,12,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"ROSS, DENNIS ALAN"
"WILKINSON, RANDY",H,FL,12,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,84.25,"WILKINSON, RANDY"
"BROOKS, TRACEY",H,NY,21,DEM,OPEN,2008,female,1,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"BROOKS, TRACEY"
"BURRIDGE, CRAIG MICHAEL",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"BURRIDGE, CRAIG MICHAEL"
"FREEMAN, LESTER",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"FREEMAN, LESTER"
"MITTLEMAN, GARY",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"MITTLEMAN, GARY"
"SHAHINFAR, DARIUS",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"SHAHINFAR, DARIUS"
"STECK, PHILLIP G",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"STECK, PHILLIP G"
"SULLIVAN, JOSEPH P",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"SULLIVAN, JOSEPH P"
"TONKO, PAUL DAVID",H,NY,21,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"TONKO, PAUL DAVID"
"BUHRMASTER, JAMES R",H,NY,21,REP,OPEN,2008,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"BUHRMASTER, JAMES R"
"REDLICH, WARREN",H,NY,21,REP,OPEN,2008,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"REDLICH, WARREN"
"VASQUEZ, STEVEN",H,NY,21,REP,OPEN,2008,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,84.31,"VASQUEZ, STEVEN"
"BOTVIN, IVAN J",H,CO,6,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"BOTVIN, IVAN J"
"COLLINS, MICHAEL DAVID",H,CO,6,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"COLLINS, MICHAEL DAVID"
"ENG, HENRY H",H,CO,6,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"ENG, HENRY H"
"ARMSTRONG, WILLIAM L III",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"ARMSTRONG, WILLIAM L III"
"CASTELLANES, PEPITO L",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"CASTELLANES, PEPITO L"
"COFFMAN, MIKE",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"COFFMAN, MIKE"
"HARVEY, TED",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"HARVEY, TED"
"WARD, STEPHEN P",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.63,"WARD, STEPHEN P"
"FUEHR, BOB",H,UT,2,REP,OPEN,2012,male,0,5.333333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.91,"FUEHR, BOB"
"FUEHR, BOB",H,UT,4,REP,OPEN,2014,male,0,5.333333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,84.91,"FUEHR, BOB"
"HARTMAN, CHRISTINA MARIE MS.",H,PA,16,DEM,OPEN,2016,female,1,6.896551724,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85.47,"HARTMAN, CHRISTINA MARIE MS."
"KITTAPPA, RAJA",H,PA,16,DEM,OPEN,2016,female,1,6.896551724,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85.47,"KITTAPPA, RAJA"
"WEGMAN, GARY",H,PA,16,DEM,OPEN,2016,male,0,6.896551724,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85.47,"WEGMAN, GARY"
"BEILER, CHET",H,PA,16,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85.47,"BEILER, CHET"
"SMUCKER, LLOYD K",H,PA,16,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85.47,"SMUCKER, LLOYD K"
"BOLGER, RICHARD OWEN",H,VA,10,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"BOLGER, RICHARD OWEN"
"FOUST, JOHN",H,VA,10,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"FOUST, JOHN"
"KUBBA, SAM",H,VA,10,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"KUBBA, SAM"
"MODICA, JULIEN",H,VA,10,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"MODICA, JULIEN"
"COMSTOCK, BARBARA J",H,VA,10,REP,OPEN,2014,female,1,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"COMSTOCK, BARBARA J"
"HOLLINGSHEAD, STEPHEN",H,VA,10,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"HOLLINGSHEAD, STEPHEN"
"LIND, HOWARD RHODES",H,VA,10,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"LIND, HOWARD RHODES"
"SAVITT, MARC S",H,VA,10,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85.53,"SAVITT, MARC S"
"CRANK, JEFF",H,CO,5,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,85.67,"CRANK, JEFF"
"DONOVAN, CHRISTOPHER G",H,CT,5,DEM,OPEN,2012,male,0,21.19205298,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"DONOVAN, CHRISTOPHER G"
"ESTY, ELIZABETH",H,CT,5,DEM,OPEN,2012,female,1,21.19205298,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"ESTY, ELIZABETH"
"ROBERTI, DANIEL FRANCIS",H,CT,5,DEM,OPEN,2012,male,0,21.19205298,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"ROBERTI, DANIEL FRANCIS"
"WILLIAMS, MICHAEL J",H,CT,5,DEM,OPEN,2012,male,0,21.19205298,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"WILLIAMS, MICHAEL J"
"YALE, RANDY CHRISTOPHER",H,CT,5,DEM,OPEN,2012,male,0,21.19205298,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"YALE, RANDY CHRISTOPHER"
"BERNIER, JUSTIN",H,CT,5,REP,OPEN,2012,male,0,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"BERNIER, JUSTIN"
"CLARK, MICHAEL",H,CT,5,REP,OPEN,2012,male,0,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"CLARK, MICHAEL"
"GREENBERG, MARK DANIEL",H,CT,5,REP,OPEN,2012,male,0,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"GREENBERG, MARK DANIEL"
"RORABACK, ANDREW",H,CT,5,REP,OPEN,2012,male,0,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"RORABACK, ANDREW"
"WILSON-FOLEY, LISA A",H,CT,5,REP,OPEN,2012,female,1,9.933774834,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85.8,"WILSON-FOLEY, LISA A"
"LAESCH, JOHN",H,IL,14,DEM,OPEN,2008,male,0,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"LAESCH, JOHN"
"LAVIA, LINDA CHAPA",H,IL,14,DEM,OPEN,2008,female,1,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"LAVIA, LINDA CHAPA"
"SERRA, JOE",H,IL,14,DEM,OPEN,2008,male,0,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"SERRA, JOE"
"STEIN, JOTHAM SHEPARD",H,IL,14,DEM,OPEN,2008,male,0,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"STEIN, JOTHAM SHEPARD"
"BURNS, KEVIN",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"BURNS, KEVIN"
"CLAI, RODOLFO P ''RUDY''",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"CLAI, RODOLFO P ''RUDY''"
"DILGER, MICHAEL J.",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"DILGER, MICHAEL J."
"LAUZEN, CHRIS",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"LAUZEN, CHRIS"
"OBERWEIS, JAMES D",H,IL,14,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,86.21,"OBERWEIS, JAMES D"
"AHMED, SABA",H,OR,1,DEM,OPEN,2012,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"AHMED, SABA"
"AVAKIAN, BRAD",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"AVAKIAN, BRAD"
"CASTILLE, KALIKO",H,OR,1,DEM,OPEN,2012,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"CASTILLE, KALIKO"
"HAMMON, DOMINIC",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"HAMMON, DOMINIC"
"LETTIN, ROBERT E.",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"LETTIN, ROBERT E."
"RITTER, TODD LEE",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"RITTER, TODD LEE"
"STRITE, DAN",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"STRITE, DAN"
"WITT, BRADLEY K",H,OR,1,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"WITT, BRADLEY K"
"BRODHEAD, STEPHAN ANDREW",H,OR,1,REP,OPEN,2012,male,0,8.333333333,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"BRODHEAD, STEPHAN ANDREW"
"CORNILLES, ROBERT",H,OR,1,REP,OPEN,2012,male,0,8.333333333,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"CORNILLES, ROBERT"
"GREENFIELD, JIM",H,OR,1,REP,OPEN,2012,male,0,8.333333333,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,86.65,"GREENFIELD, JIM"
"ELIZONDO, DOLLY",H,TX,15,DEM,OPEN,2016,female,1,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"ELIZONDO, DOLLY"
"GONZALEZ, VICENTE MR.",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"GONZALEZ, VICENTE MR."
"PALACIOS, JUAN SONNY JR",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"PALACIOS, JUAN SONNY JR"
"PARTAIN, JOHNNY RAY",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"PARTAIN, JOHNNY RAY"
"QUINTANILLA, JOEL",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"QUINTANILLA, JOEL"
"RAMIREZ HINOJOSA, RUBEN",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"RAMIREZ HINOJOSA, RUBEN"
"SWEETEN, RANCE G RANDY",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"SWEETEN, RANCE G RANDY"
"WILLIAMS, PAUL IVORY",H,TX,15,DEM,OPEN,2016,male,0,10.66666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"WILLIAMS, PAUL IVORY"
"SALINAS, XAVIER MR.",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"SALINAS, XAVIER MR."
"VILLARREAL, RUBEN OSCAR MR.",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"VILLARREAL, RUBEN OSCAR MR."
"WESTLEY, TIMMY LEE",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,86.67,"WESTLEY, TIMMY LEE"
"HECKMAN, DOUGLAS SCOTT",H,GA,7,DEM,OPEN,2010,male,0,15,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"HECKMAN, DOUGLAS SCOTT"
"BALFOUR, DONALD KENNETH II",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"BALFOUR, DONALD KENNETH II"
"COX, JOHN CLAYTON 'CLAY'",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"COX, JOHN CLAYTON 'CLAY'"
"EFSTRATION, CHUCK",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"EFSTRATION, CHUCK"
"FINCHER, JAMES (JEF) ERNEST",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"FINCHER, JAMES (JEF) ERNEST"
"GRIST, RONNIE",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"GRIST, RONNIE"
"HICE, JODY B MR",H,GA,7,REP,OPEN,2010,female,1,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"HICE, JODY B MR"
"KIRBY, LESTER THOMAS",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"KIRBY, LESTER THOMAS"
"MALONE, WILLIAM F JR",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"MALONE, WILLIAM F JR"
"PARROTT, THOMAS S",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"PARROTT, THOMAS S"
"WOODALL, ROB",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,86.7,"WOODALL, ROB"
"BENSON-STAEBLER, DAVID JAMES",H,MN,2,REP,OPEN,2016,male,0,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"BENSON-STAEBLER, DAVID JAMES"
"HOWE, JOHN STERLING",H,MN,2,REP,OPEN,2016,male,0,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"HOWE, JOHN STERLING"
"LEWIS, JASON MARK MR.",H,MN,2,REP,OPEN,2016,male,0,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"LEWIS, JASON MARK MR."
"MILLER, DARLENE",H,MN,2,REP,OPEN,2016,female,1,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"MILLER, DARLENE"
"MYHRA, PAMELA J",H,MN,2,REP,OPEN,2016,female,1,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"MYHRA, PAMELA J"
"RECHTZIGEL, GENE ALAN",H,MN,2,REP,OPEN,2016,male,0,13.43283582,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,86.97,"RECHTZIGEL, GENE ALAN"
"HACK, HELMUTH",H,AZ,8,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"HACK, HELMUTH"
"PASSALACQUA, TONY",H,AZ,8,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"PASSALACQUA, TONY"
"SITTON, DAVE",H,AZ,8,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"SITTON, DAVE"
"FITZ-GERALD, JOAN",H,CO,2,DEM,OPEN,2008,female,1,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"FITZ-GERALD, JOAN"
"JOHNSON, LARRY E",H,CO,2,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"JOHNSON, LARRY E"
"POLIS, JARED",H,CO,2,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"POLIS, JARED"
"SHAFROTH, WILLIAM G",H,CO,2,DEM,OPEN,2008,male,0,32.30769231,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"SHAFROTH, WILLIAM G"
"STARIN, SCOTT HOWARD",H,CO,2,REP,OPEN,2008,male,0,7.692307692,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87.24,"STARIN, SCOTT HOWARD"
"COLBERT BUSCH, ELIZABETH",H,SC,1,DEM,OPEN,2014,female,1,8.870967742,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"COLBERT BUSCH, ELIZABETH"
"SKELLY, MARTIN O",H,SC,1,DEM,OPEN,2014,male,0,8.870967742,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"SKELLY, MARTIN O"
"BLANDFORD, KEITH WARRICK",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"BLANDFORD, KEITH WARRICK"
"BOSTIC, CURTIS EILLIOTT",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"BOSTIC, CURTIS EILLIOTT"
"BRYANT, ERIC LAWRENCE",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"BRYANT, ERIC LAWRENCE"
"GROOMS, LAWRENCE K",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"GROOMS, LAWRENCE K"
"KING, JEFF",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"KING, JEFF"
"KUHN, JOHN",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"KUHN, JOHN"
"LARKIN, TIMOTHY EDWARD",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"LARKIN, TIMOTHY EDWARD"
"LIMEHOUSE, HARRY (CHIP) III",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"LIMEHOUSE, HARRY (CHIP) III"
"MCCOY, PETER MICHAEL JR",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"MCCOY, PETER MICHAEL JR"
"MOFFLY, ELIZABETH",H,SC,1,REP,OPEN,2014,female,1,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"MOFFLY, ELIZABETH"
"PATRICK, ANDY",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"PATRICK, ANDY"
