Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"RADEL, HENRY J. III",H,FL,19,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"RADEL, HENRY J. III"
"TRUJILLO, ANNA MARIE",H,FL,19,REP,OPEN,2012,female,1,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.55,"TRUJILLO, ANNA MARIE"
"BOND, MICHAEL",H,IL,10,DEM,OPEN,2010,male,0,21.18644068,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"BOND, MICHAEL"
"HAMOS, JULIE",H,IL,10,DEM,OPEN,2010,female,1,21.18644068,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"HAMOS, JULIE"
"RICHARDSON, ELLIOT",H,IL,10,DEM,OPEN,2010,male,0,21.18644068,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"RICHARDSON, ELLIOT"
"SEALS, DANIEL JOSEPH",H,IL,10,DEM,OPEN,2010,male,0,21.18644068,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"SEALS, DANIEL JOSEPH"
"SUMPTION, MILTON J",H,IL,10,DEM,OPEN,2010,male,0,21.18644068,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"SUMPTION, MILTON J"
"CADIGAN, WILLIAM J",H,IL,10,REP,OPEN,2010,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"CADIGAN, WILLIAM J"
"COULSON, ELIZABETH",H,IL,10,REP,OPEN,2010,female,1,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"COULSON, ELIZABETH"
"DOLD JR., ROBERT JAMES MR.",H,IL,10,REP,OPEN,2010,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"DOLD JR., ROBERT JAMES MR."
"FRIEDMAN, ARIE STEPHEN",H,IL,10,REP,OPEN,2010,female,1,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"FRIEDMAN, ARIE STEPHEN"
"GREEN, RICHARD CRONKHITE",H,IL,10,REP,OPEN,2010,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"GREEN, RICHARD CRONKHITE"
"HAMANN, PAUL",H,IL,10,REP,OPEN,2010,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.55,"HAMANN, PAUL"
"TINKER, NIKKI M",H,TN,9,DEM,OPEN,2008,female,1,10.1010101,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,99.56,"TINKER, NIKKI M"
"WHITE, HOYT (MARK)",H,TN,9,REP,OPEN,2008,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,99.56,"WHITE, HOYT (MARK)"
"ADAMS, EDDIE JR",H,FL,11,REP,OPEN,2008,male,0,9.166666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.58,"ADAMS, EDDIE JR"
"ADAMS, EDDIE JR",H,FL,11,REP,OPEN,2010,male,0,11.66666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.58,"ADAMS, EDDIE JR"
"WEISSER, MIKEL L",H,AZ,4,DEM,OPEN,2012,male,0,11.66666667,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.59,"WEISSER, MIKEL L"
"BEYER, DONALD STERNOFF JR",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"BEYER, DONALD STERNOFF JR"
"CHATMAN, LAVERN",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"CHATMAN, LAVERN"
"EBBIN, ADAM",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"EBBIN, ADAM"
"EUILLE, WILLIAM D BILL",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"EUILLE, WILLIAM D BILL"
"HOPE, PATRICK ALAN",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"HOPE, PATRICK ALAN"
"HYRA, DEREK",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"HYRA, DEREK"
"KORPE, SATISH W",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"KORPE, SATISH W"
"LEVINE, MARK HERBERT",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"LEVINE, MARK HERBERT"
"LOPEZ, ALFONSO HOFFMAN",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"LOPEZ, ALFONSO HOFFMAN"
"NAJARIAN, NANCY",H,VA,8,DEM,OPEN,2014,female,1,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"NAJARIAN, NANCY"
"SHUTTLEWORTH, BRUCE BOWEN",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"SHUTTLEWORTH, BRUCE BOWEN"
"SICKLES, MARK DAVID",H,VA,8,DEM,OPEN,2014,male,0,12,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"SICKLES, MARK DAVID"
"BARTOW, DENNIS",H,VA,8,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"BARTOW, DENNIS"
"EDMOND, MICAH K",H,VA,8,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"EDMOND, MICAH K"
"HARING, PAUL B",H,VA,8,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.71,"HARING, PAUL B"
"ORENTLICHER, DAVID",H,IN,7,DEM,OPEN,2008,male,0,10,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.72,"ORENTLICHER, DAVID"
"ROSE, THOMAS A",H,IN,7,REP,OPEN,2008,male,0,6,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.72,"ROSE, THOMAS A"
"GAGNIER, CHRISTINA",H,CA,35,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"GAGNIER, CHRISTINA"
"HEYDENFELDT, SCOTT MATTHEW",H,CA,35,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"HEYDENFELDT, SCOTT MATTHEW"
"TORRES, NORMA",H,CA,35,DEM,OPEN,2014,female,1,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"TORRES, NORMA"
"VIEYRA, ANTHONY W.",H,CA,35,DEM,OPEN,2014,male,0,16.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"VIEYRA, ANTHONY W."
"LOPEZ, BENJAMIN",H,CA,35,REP,OPEN,2014,male,0,8.75,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"LOPEZ, BENJAMIN"
"LEVENE, ALLAN",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.73,"LEVENE, ALLAN"
"ANDERSON, IKAIKA",H,HI,1,DEM,OPEN,2014,female,1,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"ANDERSON, IKAIKA"
"CHANG, STANLEY",H,HI,1,DEM,OPEN,2014,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"CHANG, STANLEY"
"ESPERO, WILLIAM",H,HI,1,DEM,OPEN,2014,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"ESPERO, WILLIAM"
"KIM, DONNA MERCADO",H,HI,1,DEM,OPEN,2014,female,1,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"KIM, DONNA MERCADO"
"MANAHAN, JOEY",H,HI,1,DEM,OPEN,2014,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"MANAHAN, JOEY"
"MIYAMOTO, HANNAH STEPHANIE",H,HI,1,DEM,OPEN,2014,female,1,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"MIYAMOTO, HANNAH STEPHANIE"
"TAKAI, KYLE MARK",H,HI,1,DEM,OPEN,2014,male,0,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"TAKAI, KYLE MARK"
"XIAN, KATHRYN",H,HI,1,DEM,OPEN,2014,female,1,25.49019608,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"XIAN, KATHRYN"
"DJOU, CHARLES K",H,HI,1,REP,OPEN,2014,male,0,5.882352941,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"DJOU, CHARLES K"
"LEVENE, ALLAN",H,HI,1,REP,OPEN,2014,male,0,5.882352941,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.73,"LEVENE, ALLAN"
"CASTRO, JOAQUIN MR.",H,TX,20,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.77,"CASTRO, JOAQUIN MR."
"JOHNSON, EZRA ALLEN",H,TX,20,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.77,"JOHNSON, EZRA ALLEN"
"ROSA, DAVID L",H,TX,20,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.77,"ROSA, DAVID L"
"TITUS, DINA",H,NV,1,DEM,OPEN,2012,female,1,26.19047619,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.9,"TITUS, DINA"
"EDWARDS, CHRISTOPHER",H,NV,1,REP,OPEN,2012,male,0,2.380952381,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.9,"EDWARDS, CHRISTOPHER"
"GUSS, CHARMAINE",H,NV,1,REP,OPEN,2012,female,1,2.380952381,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.9,"GUSS, CHARMAINE"
"PETERS, HERBERT GLENN",H,NV,1,REP,OPEN,2012,male,0,2.380952381,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.9,"PETERS, HERBERT GLENN"
"RODRIGUES, MIGUEL MIKE",H,NV,1,REP,OPEN,2012,male,0,2.380952381,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.9,"RODRIGUES, MIGUEL MIKE"
"YOUNG, STEVEN",H,CA,48,DEM,OPEN,2008,male,0,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.91,"YOUNG, STEVEN"
"BARROWS, ROBERT MILTON",H,CA,12,DEM,OPEN,2008,male,0,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"BARROWS, ROBERT MILTON"
"JONES, JASON LEE",H,CA,12,DEM,OPEN,2008,male,0,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"JONES, JASON LEE"
"MCMURRY, MICHELLE TAYLOR",H,CA,12,DEM,OPEN,2008,female,1,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"MCMURRY, MICHELLE TAYLOR"
"SPEIER, JACKIE",H,CA,12,DEM,OPEN,2008,female,1,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"SPEIER, JACKIE"
"WADE, FRANK",H,CA,12,DEM,OPEN,2008,male,0,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"WADE, FRANK"
"CONLON, GREG",H,CA,12,REP,OPEN,2008,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"CONLON, GREG"
"MOLONEY, MICHAEL J.",H,CA,12,REP,OPEN,2008,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.92,"MOLONEY, MICHAEL J."
"CAMACHO, RANDY ROBERT",H,AZ,7,DEM,OPEN,2014,male,0,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"CAMACHO, RANDY ROBERT"
"CHAVEZ, CESAR",H,AZ,7,DEM,OPEN,2014,male,0,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"CHAVEZ, CESAR"
"GALLARDO, STEVE M",H,AZ,7,DEM,OPEN,2014,male,0,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"GALLARDO, STEVE M"
"GALLEGO, RUBEN",H,AZ,7,DEM,OPEN,2014,male,0,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"GALLEGO, RUBEN"
"ORTEGA, GUSTAVO",H,AZ,7,DEM,OPEN,2014,male,0,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"ORTEGA, GUSTAVO"
"WILCOX, MARY ROSE",H,AZ,7,DEM,OPEN,2014,female,1,18.33333333,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"WILCOX, MARY ROSE"
"DUNN, GARY",H,AZ,7,REP,OPEN,2014,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"DUNN, GARY"
"MAUPIN JR, JARRETT BARTON",H,AZ,7,REP,OPEN,2014,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"MAUPIN JR, JARRETT BARTON"
"WASSERMAN, BRIANNA",H,AZ,7,REP,OPEN,2014,female,1,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.93,"WASSERMAN, BRIANNA"
"HOLT, DELECIA ANN",H,CA,53,REP,OPEN,2008,female,1,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.94,"HOLT, DELECIA ANN"
"CRIST, CHARLIE JOSEPH",H,FL,13,DEM,OPEN,2016,male,0,10.83333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"CRIST, CHARLIE JOSEPH"
"EHRLICH, JESSICA D",H,FL,13,DEM,OPEN,2014,female,1,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"EHRLICH, JESSICA D"
"LYNN, ERIC",H,FL,13,DEM,OPEN,2016,male,0,10.83333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"LYNN, ERIC"
"SINK, ALEX",H,FL,13,DEM,OPEN,2014,female,1,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"SINK, ALEX"
"WALKER, KIMBERLY H MS",H,FL,13,DEM,OPEN,2016,female,1,10.83333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"WALKER, KIMBERLY H MS"
"BIRCHER, MARK WILLIAM",H,FL,13,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"BIRCHER, MARK WILLIAM"
"BIRCHER, MARK WILLIAM",H,FL,13,REP,OPEN,2016,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"BIRCHER, MARK WILLIAM"
"DECAILLY, PAUL",H,FL,13,REP,OPEN,2016,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"DECAILLY, PAUL"
"FLEIG, JOHN MICHAEL",H,FL,13,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"FLEIG, JOHN MICHAEL"
"PETERS, KATHLEEN",H,FL,13,REP,OPEN,2014,female,1,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"PETERS, KATHLEEN"
"ZOLLER, NICHOLAS",H,FL,13,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,99.95,"ZOLLER, NICHOLAS"
"ALONSO, FRANCISCO",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"ALONSO, FRANCISCO"
"CEDILLO, GILBERT",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"CEDILLO, GILBERT"
"DURAN, BENITA",H,CA,32,DEM,OPEN,2010,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"DURAN, BENITA"
"ESTRADA, ANDRES",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"ESTRADA, ANDRES"
"LYSENKO, STEFAN (CONTRERAS)",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"LYSENKO, STEFAN (CONTRERAS)"
"NADAL, RAFAEL F.",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"NADAL, RAFAEL F."
"PLEITZ, EMANUEL",H,CA,32,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"PLEITZ, EMANUEL"
"WONG, MARGARITA MARIE",H,CA,32,DEM,OPEN,2010,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"WONG, MARGARITA MARIE"
"BLAKE, M. WAYNE",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"BLAKE, M. WAYNE"
"CHU, BETTY",H,CA,32,REP,OPEN,2010,female,1,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"CHU, BETTY"
"HERNANDEZ, TERESA",H,CA,32,REP,OPEN,2010,female,1,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"HERNANDEZ, TERESA"
"MORRISON, WILLIAM (RODRIGUEZ)",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"MORRISON, WILLIAM (RODRIGUEZ)"
"RATHBUN, TERRENCE (TERRY)",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"RATHBUN, TERRENCE (TERRY)"
"SANTANA, SALVADOR",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"SANTANA, SALVADOR"
"SCARBOROUGH, LARRY DEAN",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"SCARBOROUGH, LARRY DEAN"
"SCHMERLING, EDWARD ",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"SCHMERLING, EDWARD "
"TRUAX, DAVID ALLEN",H,CA,32,REP,OPEN,2010,male,0,5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99.97,"TRUAX, DAVID ALLEN"
"ABRAHAMS, KEVAN",H,NY,4,DEM,OPEN,2014,male,0,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"ABRAHAMS, KEVAN"
"RICE, KATHLEEN",H,NY,4,DEM,OPEN,2014,female,1,20,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"RICE, KATHLEEN"
"BECKER, FRANCIS X. JR.",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"BECKER, FRANCIS X. JR."
"BLAKEMAN, BRUCE",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"BLAKEMAN, BRUCE"
"GURFEIN, DAVID MR.",H,NY,4,REP,OPEN,2016,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"GURFEIN, DAVID MR."
"SCATURRO, FRANK MR.",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"SCATURRO, FRANK MR."
"SILVERSTEIN, DAVID A",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"SILVERSTEIN, DAVID A"
"VISTA, MICHAEL",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,99.97,"VISTA, MICHAEL"
"GARCIA, DOMINGO ALBERTO",H,TX,33,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"GARCIA, DOMINGO ALBERTO"
"HICKS, ERIN KATHLEEN",H,TX,33,DEM,OPEN,2012,female,1,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"HICKS, ERIN KATHLEEN"
"MOLINA, J. R.",H,TX,33,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"MOLINA, J. R."
"ROBERTS, JASON ERIC",H,TX,33,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"ROBERTS, JASON ERIC"
"TATUM, KYEV P., SR.",H,TX,33,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"TATUM, KYEV P., SR."
"VEASEY, MARC ALLISON",H,TX,33,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"VEASEY, MARC ALLISON"
"BRADLEY, CHARLES WAYNE",H,TX,33,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"BRADLEY, CHARLES WAYNE"
"LEE, AL",H,TX,33,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"LEE, AL"
"MITCHELL, MONTE MARK",H,TX,33,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,99.98,"MITCHELL, MONTE MARK"
"BULLWINKEL, DEBORAH M",H,IL,8,DEM,OPEN,2016,female,1,27.11864407,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"BULLWINKEL, DEBORAH M"
"CULLERTON, TOM",H,IL,8,DEM,OPEN,2016,male,0,27.11864407,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"CULLERTON, TOM"
"KRISHNAMOORTHI, S. RAJA",H,IL,8,DEM,OPEN,2016,male,0,27.11864407,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"KRISHNAMOORTHI, S. RAJA"
"NOLAND, MICHAEL",H,IL,8,DEM,OPEN,2016,male,0,27.11864407,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"NOLAND, MICHAEL"
"DICIANNI, PETER",H,IL,8,REP,OPEN,2016,male,0,8.474576271,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"DICIANNI, PETER"
"EVENS, RICHARD",H,IL,8,REP,OPEN,2016,male,0,8.474576271,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"EVENS, RICHARD"
"HANTSCH, JOSEPH J",H,IL,8,REP,OPEN,2016,male,0,8.474576271,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"HANTSCH, JOSEPH J"
"STRAW, ANDREW",H,IL,8,REP,OPEN,2016,male,0,8.474576271,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,99.99,"STRAW, ANDREW"
"GRANTHAM, TRAVIS W.",H,AZ,9,REP,OPEN,2012,male,0,20,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,100,"GRANTHAM, TRAVIS W."
"ADLER, DANIEL H",H,CA,36,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"ADLER, DANIEL H"
"BARRAGAN, NANETTE",H,CA,44,DEM,OPEN,2016,female,1,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"BARRAGAN, NANETTE"
"BASS, KAREN",H,CA,33,DEM,OPEN,2010,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"BASS, KAREN"
"BOWEN, DEBRA",H,CA,36,DEM,OPEN,2012,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"BOWEN, DEBRA"
"BRANDMAN, JORDAN",H,CA,46,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"BRANDMAN, JORDAN"
"CONTRERAS, MARK ANTHONY",H,CA,36,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"CONTRERAS, MARK ANTHONY"
"CORREA, JOSE LUIS (LOU) MR.",H,CA,46,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"CORREA, JOSE LUIS (LOU) MR."
"DUNN, JOSEPH",H,CA,46,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"DUNN, JOSEPH"
"EVANS, MERVIN LEON",H,CA,33,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"EVANS, MERVIN LEON"
"FORD, FELICIA",H,CA,37,DEM,OPEN,2008,female,1,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"FORD, FELICIA"
"GIBSON, CHARLOTTE DIANE",H,CA,44,DEM,OPEN,2016,female,1,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"GIBSON, CHARLOTTE DIANE"
"GRIFFIN, MORRIS F",H,CA,33,DEM,OPEN,2010,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"GRIFFIN, MORRIS F"
"GRISOLIA, BILL",H,CA,37,DEM,OPEN,2008,male,0,21.25,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,100,"GRISOLIA, BILL"
