"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"PHILLIPS, GEORGE KARL MR","H","NY","22","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY222016","57.49"
"PHILLIPS, JEFFREY MARLIN","H","NC","6","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC62014","56.28"
"PIDOT, PHILIP MARTIN","H","NY","3","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY32016","99.44"
"PIEPER, FRED","H","OH","5","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH52008","48.81"
"PINKSTON, SHAWN TRAVIS","H","SC","1","REP","OPEN","2014","male","0","8.064516129","republican","0","0","0","0","0","1","0","0","0","0","SC12014","87.49"
"PIRKLE, GREGORY D.","H","MS","1","REP","OPEN","2016","male","0","4.098360656","republican","0","0","0","0","0","0","1","0","0","0","MS12016","41.89"
"PITTENGER, ROBERT M THE HONORABLE","H","NC","9","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC92012","84.18"
"PLOSA-BOWSER, BEVERLY","H","PA","13","REP","OPEN","2014","female","1","10.34482759","republican","0","0","1","0","0","0","0","0","0","0","PA132014","100.00"
"PLUMMER, JASON","H","IL","12","REP","OPEN","2012","male","0","9.322033898","republican","0","0","0","1","0","0","0","0","0","0","IL122012","76.73"
"POITIER, COREY B","H","FL","17","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"POLIQUIN, BRUCE L","H","ME","2","REP","OPEN","2014","male","0","8.609271523","republican","0","1","0","0","0","0","0","0","0","0","ME22014","27.89"
"POMBO, RICHARD W","H","CA","19","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA192010","80.66"
"POMPEO, MICHAEL RICHARD","H","KS","4","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"PORTLEY, BERNARD","H","CA","51","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"POSEY, BILL","H","FL","15","REP","OPEN","2008","male","0","9.166666667","republican","0","0","0","0","0","1","0","0","0","0","FL152008","89.64"
"POWE, SHARON L","H","AL","1","REP","OPEN","2014","female","1","5.714285714","republican","0","0","0","0","0","0","1","0","0","0","AL12014","66.82"
"POWELL, RICK","H","CA","52","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA522008","93.62"
"POWERS, FRANK","H","NY","13","REP","OPEN","2008","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY132008","100.00"
"PRICE, AARON","H","NY","22","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY222016","57.49"
"PRICE, CURT","H","FL","19","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL192010","99.55"
"PRIDEMORE, TRICIA","H","GA","11","REP","OPEN","2014","female","1","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA112014","89.36"
"PROSS, GORDON ALLEN","H","WA","4","REP","OPEN","2014","male","0","9.183673469","republican","0","0","0","0","0","0","0","0","0","1","WA42014","74.06"
"QUANG, TUE PHAN","H","CA","11","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA112014","99.39"
"QUARTEL, DONALD ROBERT JR","H","VA","1","REP","OPEN","2008","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA12008","64.16"
"QUAYLE, BEN","H","AZ","3","REP","OPEN","2010","male","0","15","republican","0","0","0","0","0","0","0","0","1","0","AZ32010","96.46"
"RACZKOWSKI, ANDREW ROCKY","H","MI","11","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","MI112012","96.96"
"RADEL, HENRY J. III","H","FL","19","REP","OPEN","2012","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL192012","99.55"
"RADKOWSKI, LOUIS A","H","PA","5","REP","OPEN","2008","male","0","7.881773399","republican","0","0","1","0","0","0","0","0","0","0","PA52008","46.03"
"RAMIREZ, TERI","H","CA","37","REP","OPEN","2008","female","1","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"RANDALL, WILLIAM ALFRED MR. II","H","NC","13","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC132012","73.84"
"RANKIN, BETH ANNE","H","AR","4","REP","OPEN","2012","female","1","11","republican","0","0","0","0","0","0","0","1","0","0","AR42012","44.88"
"RANTZ, AUGUST J IV","H","LA","3","REP","OPEN","2016","male","0","7.619047619","republican","0","0","0","0","0","0","0","1","0","0","LA32016","73.40"
"RATHBUN, TERRENCE (TERRY)","H","CA","32","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"RATHJE, STEVEN RICHARD","H","IA","1","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA12014","62.94"
"RATHS, GREGORY GERARD","H","CA","45","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA452014","99.55"
"RAYE, KEVIN L.","H","ME","2","REP","OPEN","2014","male","0","8.609271523","republican","0","1","0","0","0","0","0","0","0","0","ME22014","27.89"
"RECHTZIGEL, GENE ALAN","H","MN","2","REP","OPEN","2016","male","0","13.43283582","republican","0","0","0","0","1","0","0","0","0","0","MN22016","86.97"
"REDD, SHAWN MR.","H","AZ","1","REP","OPEN","2016","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12016","62.06"
"REDLICH, WARREN","H","NY","21","REP","OPEN","2008","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"REED, KENNETH RAY","H","WV","2","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","1","0","0","0","0","WV22014","51.19"
"REED, THOMAS W II","H","NY","29","REP","OPEN","2010","male","0","4","republican","0","0","1","0","0","0","0","0","0","0","NY292010","58.49"
"REES, GROVER JOSEPH","H","LA","3","REP","OPEN","2016","male","0","7.619047619","republican","0","0","0","0","0","0","0","1","0","0","LA32016","73.40"
"REICHARDT, JOHN FIELD","H","MI","2","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI22010","56.20"
"REID, BEVERLY E","H","IL","2","REP","OPEN","2014","female","1","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"REIGLE, HANS","H","DE","0","REP","OPEN","2016","male","0","4.87804878","republican","0","0","0","0","0","1","0","0","0","0","DE02016","83.3"
"REILLY, CHRISTOPHER B","H","PA","4","REP","OPEN","2012","male","0","9.359605911","republican","0","0","1","0","0","0","0","0","0","0","PA42012","78.55"
"REILLY, JOSEPH G.","H","NH","2","REP","OPEN","2010","male","0","10.5","republican","0","1","0","0","0","0","0","0","0","0","NH22010","51.83"
"RENFROE, SCOTT WINSTON","H","CO","4","REP","OPEN","2014","male","0","15.38461538","republican","0","0","0","0","0","0","0","0","1","0","CO42014","72.90"
"RENTAS, WANDA","H","FL","9","REP","OPEN","2016","female","1","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL92016","93.95"
"REYNOLDS, CONRAD EARL","H","AR","2","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","0","0","1","0","0","AR22014","70.62"
"RHODES, ARTHUR D","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"RICE, DAVID ALLEN","H","TN","8","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN82010","47.18"
"RICE, REX FONTAINE","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"RICHARDSON, KEITH MR.","H","PA","5","REP","OPEN","2008","male","0","7.881773399","republican","0","0","1","0","0","0","0","0","0","0","PA52008","46.03"
"RICHARDSON, TODD","H","MO","8","REP","OPEN","2014","male","0","11.65644172","republican","0","0","0","0","0","0","0","0","0","0","MO82014","38.29"
"RICHMOND, MARCUS EDWARD","H","AR","4","REP","OPEN","2012","male","0","11","republican","0","0","0","0","0","0","0","1","0","0","AR42012","44.88"
"RIEMERSMA, ALLEN JAY","H","MI","2","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI22010","56.20"
"RIENTS, DONALD RAY","H","IL","18","REP","OPEN","2016","male","0","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL182016","63.66"
"RILEY, ROBIN","H","TX","36","REP","OPEN","2014","female","1","10","republican","0","0","0","0","0","0","0","1","0","0","TX362014","67.74"
"RING, MICHAEL F","H","NY","21","REP","OPEN","2014","male","0","2.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY212014","42.30"
"RISER, HARTWELL NEIL JR","H","LA","5","REP","OPEN","2014","male","0","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA52014","48.35"
"RISK, KRISTI","H","IN","8","REP","OPEN","2010","female","1","7","republican","0","0","0","1","0","0","0","0","0","0","IN82010","58.10"
"RIVERA, DAVID","H","FL","25","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL252010","94.54"
"ROARK , ROBBY (ROB)","H","TX","35","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX352012","95.99"
"ROBBINS, JOHN W","H","OH","8","REP","OPEN","2016","male","0","13.13131313","republican","0","0","0","1","0","0","0","0","0","0","OH82016","75.68"
"ROBERSON, MICHAEL","H","NV","3","REP","OPEN","2016","male","0","16.66666667","republican","0","0","0","0","0","0","0","0","1","0","NV32016","98.33"
"ROBERTS, DANIEL ","H","CA","2","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA22012","67.63"
"ROBERTS, KERRY EVAN","H","TN","6","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN62010","52.89"
"ROBERTS, MARVIN KIRBY","H","TX","34","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX342012","83.96"
"ROBERTSON, GLEN CHARLES MR.","H","TX","19","REP","OPEN","2016","male","0","8.666666667","republican","0","0","0","0","0","0","0","1","0","0","TX192016","74.25"
"RODRIGUES, MIGUEL MIKE","H","NV","1","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV12012","99.90"
"ROE, DAVID PHILLIP","H","TN","1","REP","OPEN","2008","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN12008","55.50"
"ROGERS, WALT","H","IA","1","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA12014","62.94"
"ROGERS, WENDY","H","AZ","1","REP","OPEN","2016","female","1","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12016","62.06"
"ROKITA, THEODORE EDWARD","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"ROLLINS, MICHELE M","H","DE","0","REP","OPEN","2010","female","1","7.317073171","republican","0","0","0","0","0","1","0","0","0","0","DE02010","83.3"
"RORABACK, ANDREW","H","CT","5","REP","OPEN","2012","male","0","9.933774834","republican","0","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"ROSA, DAVID L","H","TX","20","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX202012","99.77"
"ROSE, STEVE","H","KS","3","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS32010","94.65"
"ROSE, THOMAS A","H","IN","7","REP","OPEN","2008","male","0","6","republican","0","0","0","1","0","0","0","0","0","0","IN72008","99.72"
"ROSENDALE, MATT","H","MT","0","REP","OPEN","2014","male","0","8","republican","0","0","0","0","0","0","0","0","1","0","MT02014","55.9"
"ROSS, CHARLES EDWIN","H","MS","3","REP","OPEN","2008","male","0","3.278688525","republican","0","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"ROSS, DENNIS ALAN","H","FL","12","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL122010","84.25"
"ROSS, HERMAN HENRY II","H","MS","1","REP","OPEN","2016","male","0","4.098360656","republican","0","0","0","0","0","0","1","0","0","0","MS12016","41.89"
"ROTH, RICK","H","FL","18","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL182016","96.37"
"ROUGHNEEN, THOMAS","H","NJ","7","REP","OPEN","2008","male","0","10","republican","0","0","1","0","0","0","0","0","0","0","NJ72008","90.38"
"ROUNSAVILLE, JOHN WALTER","H","MS","3","REP","OPEN","2008","male","0","3.278688525","republican","0","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"ROUZER, DAVID CHESTON MR.","H","NC","7","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC72014","48.02"
"ROWE, DUSTIN PRICE","H","OK","2","REP","OPEN","2012","male","0","9.900990099","republican","0","0","0","0","0","0","0","1","0","0","OK22012","35.51"
"ROY, JOHNNY B","H","OK","5","REP","OPEN","2010","male","0","8.910891089","republican","0","0","0","0","0","0","0","1","0","0","OK52010","87.53"
"RUSSELL, JON DAVID","H","WA","3","REP","OPEN","2010","male","0","8.163265306","republican","0","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"RUSSELL, RANDY","H","MS","1","REP","OPEN","2008","male","0","3.278688525","republican","0","0","0","0","0","0","1","0","0","0","MS12008","38.36"
"RUSSELL, STEVEN DANE","H","OK","5","REP","OPEN","2014","male","0","10.89108911","republican","0","0","0","0","0","0","0","1","0","0","OK52014","87.64"
"RUSSO, KARA D.","H","RI","1","REP","OPEN","2010","female","1","0","republican","0","1","0","0","0","0","0","0","0","0","RI12010","95.50"
"RUTSCHMAN, PAIJ BORING","H","KS","4","REP","OPEN","2010","female","1","12","republican","0","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"RYSAVY, JOHN TIMOTHY","H","KS","3","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS32010","94.65"
"SAGER, JASON PATRICK","H","FL","5","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL52010","64.33"
"SALIN, WILLIAM BILL","H","IN","5","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN52012","74.53"
"SALINAS, XAVIER MR.","H","TX","15","REP","OPEN","2016","male","0","8.666666667","republican","0","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"SALMON, MATT","H","AZ","5","REP","OPEN","2012","male","0","20","republican","0","0","0","0","0","0","0","0","1","0","AZ52012","97.21"
"SALTER, CHRIS","H","AL","7","REP","OPEN","2010","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"SANBORN, ALAN","H","MI","10","REP","OPEN","2016","male","0","8.181818182","republican","0","0","0","1","0","0","0","0","0","0","MI102016","63.73"
"SANTANA, SALVADOR","H","CA","32","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"SANTIAGO, DAVID","H","FL","6","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL62016","81.66"
"SAUERWEIN, ROBERT DALE","H","WA","6","REP","OPEN","2012","male","0","10.20408163","republican","0","0","0","0","0","0","0","0","0","1","WA62012","78.75"
"SAVITT, MARC S","H","VA","10","REP","OPEN","2014","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA102014","85.53"
"SAWYER, JOHN W III","H","FL","14","REP","OPEN","2012","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL142012","90.67"
"SAWYER, PAUL B","H","LA","6","REP","OPEN","2008","male","0","3.80952381","republican","0","0","0","0","0","0","0","1","0","0","LA62008","75.48"
"SAWYER, VINCENT PETER","H","CA","41","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA412012","89.37"
"SCARBOROUGH, LARRY DEAN","H","CA","32","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"SCATURRO, FRANK MR.","H","NY","4","REP","OPEN","2014","male","0","2.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY42014","99.97"
"SCHANZ, BOB","H","MO","7","REP","OPEN","2010","male","0","6.134969325","republican","0","0","0","0","0","0","0","0","0","0","MO72010","59.28"
"SCHENDEL, EDWARD TED","H","MI","2","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI22010","56.20"
"SCHIFFER, PAUL R","H","OH","16","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH162008","73.63"
"SCHMERLING, EDWARD ","H","CA","32","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"SCHMIDTKE, CRAIG D","H","AL","2","REP","OPEN","2008","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL22008","50.02"
"SCHOCK, AARON JON MR.","H","IL","18","REP","OPEN","2008","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL182008","67.84"
"SCHODORF, JEAN KURTIS","H","KS","4","REP","OPEN","2010","female","1","12","republican","0","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"SCHOTT, LYNN","H","CA","46","REP","OPEN","2016","female","1","10","republican","0","0","0","0","0","0","0","0","0","1","CA462016","100.00"
"SCHULTZ, MATTHEW DAVID","H","IA","3","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA32014","77.76"
"SCHUMM, WALTER CHRISTIAN","H","KY","4","REP","OPEN","2012","male","0","9","republican","0","0","0","0","0","0","1","0","0","0","KY42012","59.79"
"SCHURING, KIRK","H","OH","16","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH162008","73.63"
"SCHWARTZ, DANIEL MARK","H","NV","4","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV42012","92.73"
"SCHWARZ, DAVID S","H","GA","1","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"SCONTRAS, DEAN P","H","ME","1","REP","OPEN","2008","male","0","7.284768212","republican","0","1","0","0","0","0","0","0","0","0","ME12008","49.44"
"SCOTT, TIMOTHY E","H","SC","1","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC12010","78.44"
"SEIM, GAVIN DAVID","H","WA","4","REP","OPEN","2014","male","0","9.183673469","republican","0","0","0","0","0","0","0","0","0","1","WA42014","74.06"
"SEITZ, MARK","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"SEROTA, DAN","H","NY","3","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY32016","99.44"
"SEYBOLD, WAYNE W","H","IN","5","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN52012","74.53"
"SHACKLEFORD, WILLIAM M","H","OH","8","REP","OPEN","2016","male","0","13.13131313","republican","0","0","0","1","0","0","0","0","0","0","OH82016","75.68"
"SHADWICK, MONTE","H","KS","1","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS12010","52.49"
"SHAFFER, MICHAEL ALAN","H","NC","9","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC92012","84.18"
"SHANER, MATT","H","PA","5","REP","OPEN","2008","male","0","7.881773399","republican","0","0","1","0","0","0","0","0","0","0","PA52008","46.03"
"SHATTUCK, ROBERT","H","AL","6","REP","OPEN","2014","male","0","5.714285714","republican","0","0","0","0","0","0","1","0","0","0","AL62014","69.17"
"SHAVER, ROBERT MICHAEL","H","NY","21","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY212016","42.30"
"SHAW, MONTE","H","IA","3","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA32014","77.76"
