"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"CAREY, MARC","H","KY","4","REP","OPEN","2012","male","0","9","republican","0","0","0","0","0","0","1","0","0","0","KY42012","59.79"
"CARR, ELAN S.","H","CA","33","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"CARRARO, JOSEPH J","H","NM","1","REP","OPEN","2008","male","0","17.14285714","republican","0","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"CARTER, EARL LEROY","H","GA","1","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"CARTER, JAMES DARWIN","H","GA","1","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"CASH, RICHARD JAMES","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"CASPERSON, TOM","H","MI","1","REP","OPEN","2016","male","0","8.181818182","republican","0","0","0","1","0","0","0","0","0","0","MI12016","36.58"
"CASSIS, NANCY","H","MI","11","REP","OPEN","2012","female","1","10","republican","0","0","0","1","0","0","0","0","0","0","MI112012","96.96"
"CASTAGNA, TROY","H","CA","25","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA252014","94.28"
"CASTELLANES, PEPITO L","H","CO","6","REP","OPEN","2008","male","0","7.692307692","republican","0","0","0","0","0","0","0","0","1","0","CO62008","84.63"
"CASTILLO, CHRISTOPHER","H","CA","44","REP","OPEN","2016","male","0","10","republican","0","0","0","0","0","0","0","0","0","1","CA442016","100.00"
"CASTILLO, DAVID B","H","WA","3","REP","OPEN","2010","male","0","8.163265306","republican","0","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"CAUGHEY, MILES A","H","KY","1","REP","OPEN","2016","male","0","8","republican","0","0","0","0","0","0","1","0","0","0","KY12016","36.88"
"CAUSEY, JOHN MICHAEL","H","NC","6","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC62014","56.28"
"CEGAVSKE, BARBARA","H","NV","4","REP","OPEN","2012","female","1","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV42012","92.73"
"CENTILLI, DOUG","H","TX","36","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","0","0","1","0","0","TX362014","67.74"
"CHABOT, PAUL R DR.","H","CA","31","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA312014","99.44"
"CHAMBERLAIN, DONALD NORWOOD","H","AL","7","REP","OPEN","2010","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"CHAPMAN, JEFF","H","GA","1","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"CHARLES, ROBERT LINCOLN","H","AZ","3","REP","OPEN","2010","male","0","15","republican","0","0","0","0","0","0","0","0","1","0","AZ32010","96.46"
"CHILDS, ELIZABETH","H","MA","4","REP","OPEN","2012","female","1","3.75","republican","0","0","0","0","0","0","0","0","0","0","MA42012","88.24"
"CHRISTENSEN, LELAND G","H","WY","0","REP","OPEN","2016","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","WY02016","64.8"
"CHU, BETTY","H","CA","32","REP","OPEN","2010","female","1","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"CICOTTE, GEORGE FREDERICK","H","WA","4","REP","OPEN","2014","male","0","9.183673469","republican","0","0","0","0","0","0","0","0","0","1","WA42014","74.06"
"CLAI, RODOLFO P ''RUDY''","H","IL","14","REP","OPEN","2008","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL142008","86.21"
"CLAITOR, DANIEL A","H","LA","6","REP","OPEN","2014","male","0","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"CLARK, MICHAEL","H","CT","5","REP","OPEN","2012","male","0","9.933774834","republican","0","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"CLARK, NORMAN NORM LEE","H","LA","6","REP","OPEN","2014","male","0","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"CLARKE, JEROME","H","IL","13","REP","OPEN","2012","male","0","9.322033898","republican","0","0","0","1","0","0","0","0","0","0","IL132012","98.81"
"CLEMMER, ANN V","H","AR","2","REP","OPEN","2014","female","1","10","republican","0","0","0","0","0","0","0","1","0","0","AR22014","70.62"
"CLOONAN, MICHAEL","H","LA","6","REP","OPEN","2008","male","0","3.80952381","republican","0","0","0","0","0","0","0","1","0","0","LA62008","75.48"
"CLOUD, DOUGLAS RICHARD MR.","H","WA","6","REP","OPEN","2012","male","0","10.20408163","republican","0","0","0","0","0","0","0","0","0","1","WA62012","78.75"
"CLOUD, JEFF","H","OK","5","REP","OPEN","2010","male","0","8.910891089","republican","0","0","0","0","0","0","0","1","0","0","OK52010","87.53"
"COAKLEY, VINCENT EDWARD","H","NC","12","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"COBB, GARY WILBERT","H","NJ","1","REP","OPEN","2014","male","0","12.5","republican","0","0","1","0","0","0","0","0","0","0","NJ12014","98.20"
"COBB, JAMES JAY FRANCIS","H","UT","4","REP","OPEN","2012","male","0","5.333333333","republican","0","0","0","0","0","0","0","0","1","0","UT42012","96.09"
"COBB, MARCK REDELL","H","KS","1","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS12010","52.49"
"COBLE, PAUL","H","NC","13","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC132012","73.84"
"COCHRANE, TIMOTHY J","H","NY","9","REP","OPEN","2012","male","0","4.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY92012","100.00"
"COFFMAN, MIKE","H","CO","6","REP","OPEN","2008","male","0","7.692307692","republican","0","0","0","0","0","0","0","0","1","0","CO62008","84.63"
"COLLINS, CHARLES (GOOGIE)","H","HI","1","REP","OPEN","2010","male","0","9.803921569","republican","0","0","0","0","0","0","0","0","0","1","HI12010","99.27"
"COLLINS, HAYDEN THOMAS JR","H","GA","11","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA112014","89.36"
"COLLINS, MICHAEL A JR","H","GA","10","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA102014","56.03"
"COLLINS, NANCY","H","MS","1","REP","OPEN","2016","female","1","4.098360656","republican","0","0","0","0","0","0","1","0","0","0","MS12016","41.89"
"COLLINS, NEAL ANTHONY MR","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"COLLISON, DANIEL EUGENE","H","NC","6","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC62014","56.28"
"COMER, JAMES","H","KY","1","REP","OPEN","2016","male","0","8","republican","0","0","0","0","0","0","1","0","0","0","KY12016","36.88"
"COMSTOCK, BARBARA J","H","VA","10","REP","OPEN","2014","female","1","5","republican","0","0","0","0","0","1","0","0","0","0","VA102014","85.53"
"CONLON, GREG","H","CA","12","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA122008","99.92"
"CONTRERAS, LOUIE A","H","CA","46","REP","OPEN","2016","male","0","10","republican","0","0","0","0","0","0","0","0","0","1","CA462016","100.00"
"CONYERS, CHRISTINA","H","MI","14","REP","OPEN","2014","female","1","7.272727273","republican","0","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"COOK, RODGER","H","IL","12","REP","OPEN","2012","male","0","9.322033898","republican","0","0","0","1","0","0","0","0","0","0","IL122012","76.73"
"COOPER, WILLIAM C","H","MI","2","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI22010","56.20"
"CORDERMAN, DAVID S","H","VA","1","REP","OPEN","2008","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA12008","64.16"
"CORLEY, JASON ERIC MR.","H","TX","19","REP","OPEN","2016","male","0","8.666666667","republican","0","0","0","0","0","0","0","1","0","0","TX192016","74.25"
"CORNILLES, ROBERT","H","OR","1","REP","OPEN","2012","male","0","8.333333333","republican","0","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"CORWIN, JANE","H","NY","26","REP","OPEN","2012","female","1","4.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY262012","71.17"
"COSTELLO, FREDRICK WILLIAM","H","FL","6","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL62016","81.66"
"COSTELLO, RYAN A","H","PA","6","REP","OPEN","2014","male","0","10.34482759","republican","0","0","1","0","0","0","0","0","0","0","PA62014","89.07"
"COTTON, THOMAS","H","AR","4","REP","OPEN","2012","male","0","11","republican","0","0","0","0","0","0","0","1","0","0","AR42012","44.88"
"COULSON, ELIZABETH","H","IL","10","REP","OPEN","2010","female","1","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"COWART, JOHN DAVID","H","AR","4","REP","OPEN","2012","male","0","11","republican","0","0","0","0","0","0","0","1","0","0","AR42012","44.88"
"COX, DAN","H","MD","8","REP","OPEN","2016","male","0","7.80141844","republican","0","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"COX, JOHN CLAYTON 'CLAY'","H","GA","7","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA72010","86.70"
"CRAMER, KEVIN","H","ND","0","REP","OPEN","2012","male","0","12.76595745","republican","0","0","0","0","1","0","0","0","0","0","ND02012","59.9"
"CRAMER, ROBERT JAMES","H","IA","3","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA32014","77.76"
"CRANGLE, TOMMY FRANKLIN","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"CRANK, JEFF","H","CO","5","REP","OPEN","2008","male","0","7.692307692","republican","0","0","0","0","0","0","0","0","1","0","CO52008","85.67"
"CRAWFORD, ERIC ALAN RICK","H","AR","1","REP","OPEN","2010","male","0","9","republican","0","0","0","0","0","0","0","1","0","0","AR12010","44.64"
"CRESPO, PAUL L","H","FL","25","REP","OPEN","2010","male","0","11.66666667","republican","0","0","0","0","0","1","0","0","0","0","FL252010","94.54"
"CRIDER, KENNETH","H","MI","11","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","MI112012","96.96"
"CRIMMINS, MICHAEL ","H","CA","51","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"CROWLEY, DAVID COCHRANE II","H","CA","33","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA332010","100.00"
"CROWLEY, KAWIKA","H","HI","2","REP","OPEN","2012","female","1","7.843137255","republican","0","0","0","0","0","0","0","0","0","1","HI22012","83.65"
"CRUM, DOUGLAS","H","HI","1","REP","OPEN","2010","male","0","9.803921569","republican","0","0","0","0","0","0","0","0","0","1","HI12010","99.27"
"CRUMP, SAMUEL TURRENTINE SR","H","AZ","3","REP","OPEN","2010","male","0","15","republican","0","0","0","0","0","0","0","0","1","0","AZ32010","96.46"
"CULLIS, FREDERICK R","H","DE","0","REP","OPEN","2010","male","0","7.317073171","republican","0","0","0","0","0","1","0","0","0","0","DE02010","83.3"
"DAINES, STEVEN","H","MT","0","REP","OPEN","2012","male","0","9","republican","0","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"DAVIDOW, JOSEPH ASHER","H","FL","19","REP","OPEN","2012","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL192012","99.55"
"DAVIDSON, WARREN","H","OH","8","REP","OPEN","2016","male","0","13.13131313","republican","0","0","0","1","0","0","0","0","0","0","OH82016","75.68"
"DAVIS, CHARLES E II II","H","VA","1","REP","OPEN","2008","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA12008","64.16"
"DAVIS, JACK","H","NY","26","REP","OPEN","2012","male","0","4.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY262012","71.17"
"DAVIS, RODNEY L","H","IL","13","REP","OPEN","2012","male","0","9.322033898","republican","0","0","0","1","0","0","0","0","0","0","IL132012","98.81"
"DAVIS, SUSAN MAECHELL","H","GA","11","REP","OPEN","2014","female","1","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA112014","89.36"
"DAY, TIMOTHY TERREL","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"DECAILLY, PAUL","H","FL","13","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL132016","99.95"
"DEL ROSSO, MICHAEL JOSEPH MR.","H","VA","5","REP","OPEN","2016","male","0","4","republican","0","0","0","0","0","1","0","0","0","0","VA52016","35.30"
"DELAROSA, MIKE","H","NV","4","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV42012","92.73"
"DELAY, ROBERT GUNNER","H","AR","3","REP","OPEN","2010","male","0","9","republican","0","0","0","0","0","0","0","1","0","0","AR32010","54.39"
"DEMARCO, PAUL","H","AL","6","REP","OPEN","2014","male","0","5.714285714","republican","0","0","0","0","0","0","1","0","0","0","AL62014","69.17"
"DENHAM, JEFF","H","CA","19","REP","OPEN","2010","male","0","5","republican","0","0","0","0","0","0","0","0","0","1","CA192010","80.66"
"DENOW, TOM","H","WI","6","REP","OPEN","2014","male","0","8.080808081","republican","0","0","0","1","0","0","0","0","0","0","WI62014","66.06"
"DEVOL, MARK","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"DIBELIUS, DAVID ALAN","H","PA","13","REP","OPEN","2014","male","0","10.34482759","republican","0","0","1","0","0","0","0","0","0","0","PA132014","100.00"
"DICIANNI, PETER","H","IL","8","REP","OPEN","2016","male","0","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL82016","99.99"
"DIDIER, CLINT","H","WA","4","REP","OPEN","2014","male","0","9.183673469","republican","0","0","0","0","0","0","0","0","0","1","WA42014","74.06"
"DIETZEL , PAUL II","H","LA","6","REP","OPEN","2014","male","0","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"DIGERONIMO, MATTHEW","H","HI","2","REP","OPEN","2012","male","0","7.843137255","republican","0","0","0","0","0","0","0","0","0","1","HI22012","83.65"
"DILGER, MICHAEL J.","H","IL","14","REP","OPEN","2008","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL142008","86.21"
"DJOU, CHARLES K","H","HI","1","REP","OPEN","2014","male","0","5.882352941","republican","0","0","0","0","0","0","0","0","0","1","HI12014","99.73"
"DOHENY, MATTHEW A","H","NY","21","REP","OPEN","2014","male","0","2.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY212014","42.30"
"DOLD JR., ROBERT JAMES MR.","H","IL","10","REP","OPEN","2010","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"DOMINO, CARL J","H","FL","18","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL182016","96.37"
"DONALDS, BYRON","H","FL","19","REP","OPEN","2012","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL192012","99.55"
"DONLON, PATRICK","H","MI","1","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"DOOLEY, THOMAS EUGENE","H","GA","9","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA92010","47.31"
"DOUGLAS, JOHN F","H","GA","10","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA102014","56.03"
"DOUGLAS, PATRICE","H","OK","5","REP","OPEN","2014","female","1","10.89108911","republican","0","0","0","0","0","0","0","1","0","0","OK52014","87.64"
"DOWNER, HUNTINGTON B JR","H","LA","3","REP","OPEN","2010","male","0","3.80952381","republican","0","0","0","0","0","0","0","1","0","0","LA32010","72.79"
"DOWNING, RYAN","H","CA","31","REP","OPEN","2014","male","0","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA312014","99.44"
"DOYLE, JERRY L","H","TX","36","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX362012","67.74"
"DREIKORN, MICHAEL JOHN","H","FL","19","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","FL192014","96.30"
"DRISCOLL, BILL","H","WA","6","REP","OPEN","2012","male","0","10.20408163","republican","0","0","0","0","0","0","0","0","0","1","WA62012","78.75"
"DUFFY, SEAN","H","WI","7","REP","OPEN","2010","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","WI72010","42.04"
"DULIN, ANDY T","H","NC","9","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC92012","84.18"
"DUNCAN, JEFF","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"DUNHAM, DANIEL L","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"DUNN, AUBREY","H","NM","2","REP","OPEN","2008","male","0","17.14285714","republican","0","0","0","0","0","0","0","0","1","0","NM22008","70.82"
"DUNN, GARY","H","AZ","7","REP","OPEN","2014","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ72014","99.93"
"DUOME, MARC DR.","H","PA","8","REP","OPEN","2016","male","0","11.33004926","republican","0","0","1","0","0","0","0","0","0","0","PA82016","90.48"
"DYAS, J. DANIEL, SR.","H","AL","1","REP","OPEN","2014","male","0","5.714285714","republican","0","0","0","0","0","0","1","0","0","0","AL12014","66.82"
"EAST, DANIEL K","H","NM","3","REP","OPEN","2008","male","0","17.14285714","republican","0","0","0","0","0","0","0","0","1","0","NM32008","62.70"
"ECK, ALIETA DR","H","NJ","12","REP","OPEN","2014","female","1","12.5","republican","0","0","1","0","0","0","0","0","0","0","NJ122014","97.60"
"EDMOND, MICAH K","H","VA","8","REP","OPEN","2014","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"EDWARDS, CHRISTOPHER","H","NV","1","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV12012","99.90"
"EFSTRATION, CHUCK","H","GA","7","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA72010","86.70"
"EGLAND, ERIC IVER","H","CA","4","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA42008","67.39"
"EICHENBAUM, DAN DR","H","NC","11","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC112012","43.86"
"EICHNER, DAVID MICHAEL  IKE","H","WA","6","REP","OPEN","2012","male","0","10.20408163","republican","0","0","0","0","0","0","0","0","0","1","WA62012","78.75"
"EISELE, STEPHEN KARL","H","CA","36","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA362012","100.00"
"EMMER, THOMAS EARL JR","H","MN","6","REP","OPEN","2014","male","0","12.68656716","republican","0","0","0","0","1","0","0","0","0","0","MN62014","69.55"
"ENGEL, TOM","H","NY","22","REP","OPEN","2012","male","0","4.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY222012","67.73"
"ENGSTRAND, JIM","H","TX","36","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","0","0","1","0","0","TX362014","67.74"
"ERICKSON, MICHAEL","H","OR","5","REP","OPEN","2008","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","0","1","OR52008","80.34"
"EVANS, DAVE","H","TN","6","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN62010","52.89"
"EVANS, MIKE ALLEN","H","GA","9","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA92010","47.31"
"EVANS, ROBERT ANTHONY JR.","H","NY","13","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"EVENS, RICHARD","H","IL","8","REP","OPEN","2016","male","0","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL82016","99.99"
"EXARCHOS, CHRIS","H","PA","5","REP","OPEN","2008","male","0","7.881773399","republican","0","0","1","0","0","0","0","0","0","0","PA52008","46.03"
"FAREED, JUSTIN","H","CA","24","REP","OPEN","2016","male","0","10","republican","0","0","0","0","0","0","0","0","0","1","CA242016","90.43"
"FARKAS, STEPHEN","H","MI","12","REP","OPEN","2014","male","0","7.272727273","republican","0","0","0","1","0","0","0","0","0","0","MI122014","97.22"
"FASO, JOHN J. MR.","H","NY","19","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY192016","36.51"
"FAUGHT, GEORGE E","H","OK","2","REP","OPEN","2012","male","0","9.900990099","republican","0","0","0","0","0","0","0","1","0","0","OK22012","35.51"
"FAULK, JOHN M SR.","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"FAVA, MARK CHRISTOPHER","H","SC","1","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC12010","78.44"
"FEERER, DONALD","H","OH","8","REP","OPEN","2016","male","0","13.13131313","republican","0","0","0","1","0","0","0","0","0","0","OH82016","75.68"
"FEIKES, MITCH","H","IN","2","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN22012","72.90"
"FELDER, CASSIE ERIN","H","LA","6","REP","OPEN","2014","female","1","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"FELTON, GUY","H","NV","2","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"FERGUSON, ANDERSON DREW IV","H","GA","3","REP","OPEN","2016","male","0","10","republican","0","0","0","0","0","1","0","0","0","0","GA32016","60.53"
"FIMIAN, KEITH S","H","VA","11","REP","OPEN","2008","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA112008","95.97"
"FINCHER, JAMES (JEF) ERNEST","H","GA","7","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA72010","86.70"
"FINCHER, STEVE","H","TN","8","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN82010","47.18"
"FIORE, MICHELE","H","NV","3","REP","OPEN","2016","female","1","16.66666667","republican","0","0","0","0","0","0","0","0","1","0","NV32016","98.33"
"FITZGERALD, JOHN PHILIP","H","TX","36","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","0","0","1","0","0","TX362014","67.74"
"FITZPATRICK, BRIAN","H","PA","8","REP","OPEN","2016","male","0","11.33004926","republican","0","0","1","0","0","0","0","0","0","0","PA82016","90.48"
"FLANEGAN, CHARLES EDWARD JR","H","GA","3","REP","OPEN","2016","male","0","10","republican","0","0","0","0","0","1","0","0","0","0","GA32016","60.53"
"FLANIGAN, RICKY A JR","H","OK","5","REP","OPEN","2010","male","0","8.910891089","republican","0","0","0","0","0","0","0","1","0","0","OK52010","87.53"
"FLEIG, JOHN MICHAEL","H","FL","13","REP","OPEN","2014","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","FL132014","99.95"
"FLEISCHMANN, CHARLES J","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"FLEMING, JOHN CALVIN JR.","H","LA","4","REP","OPEN","2008","male","0","3.80952381","republican","0","0","0","0","0","0","0","1","0","0","LA42008","59.24"
"FLINN, GEORGE S DR JR","H","TN","8","REP","OPEN","2016","male","0","9.090909091","republican","0","0","0","0","0","0","1","0","0","0","TN82016","60.83"
"FLINN, GEORGE S JR","H","TN","8","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN82010","47.18"
"FLUHARTY, ROBERT LAWRENCE","H","WV","2","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","1","0","0","0","0","WV22014","51.19"
"FLYNN, MICHAEL","H","IL","18","REP","OPEN","2016","male","0","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL182016","63.66"
"FLYNN, MICHAEL","H","MI","10","REP","OPEN","2016","male","0","8.181818182","republican","0","0","0","1","0","0","0","0","0","0","MI102016","63.73"
"FORLINI, ANTHONY G.","H","MI","10","REP","OPEN","2016","male","0","8.181818182","republican","0","0","0","1","0","0","0","0","0","0","MI102016","63.73"
"FRIEDMAN, ARIE STEPHEN","H","IL","10","REP","OPEN","2010","female","1","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"FUEHR, BOB","H","UT","2","REP","OPEN","2012","male","0","5.333333333","republican","0","0","0","0","0","0","0","0","1","0","UT22012","84.91"
"FUEHR, BOB","H","UT","4","REP","OPEN","2014","male","0","5.333333333","republican","0","0","0","0","0","0","0","0","1","0","UT42014","96.09"
"GALLAGHER, MICHAEL JOHN","H","WI","8","REP","OPEN","2016","male","0","9.090909091","republican","0","0","0","1","0","0","0","0","0","0","WI82016","63.40"
"GALLOWAY, G.G.","H","FL","6","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL62016","81.66"
"GALLOWAY, PAMELA GAIL","H","IN","3","REP","OPEN","2016","female","1","10","republican","0","0","0","1","0","0","0","0","0","0","IN32016","64.83"
"GALYEAN, JAMES D","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"GARD, JOHN G","H","WI","8","REP","OPEN","2008","male","0","9.090909091","republican","0","0","0","1","0","0","0","0","0","0","WI82008","56.04"
"GARRETT, GREGORY KEITH","H","TX","19","REP","OPEN","2016","male","0","8.666666667","republican","0","0","0","0","0","0","0","1","0","0","TX192016","74.25"
"GARRETT, THOMAS ALEXANDER MR. JR.","H","VA","5","REP","OPEN","2016","male","0","4","republican","0","0","0","0","0","1","0","0","0","0","VA52016","35.30"
"GARZA, ADELA","H","TX","34","REP","OPEN","2012","female","1","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX342012","83.96"
"GAUTHIER, JON EDWARD","H","NC","9","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC92012","84.18"
"GAY, DAVID ANDREW","H","NY","25","REP","OPEN","2008","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY252008","79.11"
"GAY, JOHN RAYMOND","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"GERDES, STEVEN J.","H","WA","1","REP","OPEN","2012","male","0","10.20408163","republican","0","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"GERRARD, GARY","H","GA","10","REP","OPEN","2014","male","0","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA102014","56.03"
